thread,i,time
1,1,0:00.06
1,2,0:00.06
1,3,0:00.08
1,4,0:00.05
1,5,0:00.06
2,1,0:00.04
2,2,0:00.03
2,3,0:00.03
2,4,0:00.03
2,5,0:00.03
4,1,0:00.03
4,2,0:00.03
4,3,0:00.02
4,4,0:00.03
4,5,0:00.03
8,1,0:00.19
8,2,0:00.13
8,3,0:00.37
8,4,0:00.67
8,5,0:00.41
16,1,0:00.25
16,2,0:00.07
16,3,0:01.36
16,4,0:00.03
16,5,0:00.06
32,1,0:03.26
32,2,0:05.53
32,3,0:02.38
32,4,0:04.97
32,5,0:02.03
64,1,0:21.58
64,2,0:09.00
64,3,0:00.45
64,4,0:11.80
64,5,0:07.46
