thread,i,time
1,1,0:00.08
1,2,0:00.08
1,3,0:00.08
1,4,0:00.13
1,5,0:00.18
2,1,0:00.13
2,2,0:00.13
2,3,0:00.13
2,4,0:00.13
2,5,0:00.13
4,1,0:00.09
4,2,0:00.09
4,3,0:00.09
4,4,0:00.04
4,5,0:00.07
8,1,0:00.07
8,2,0:00.07
8,3,0:00.07
8,4,0:00.07
8,5,0:00.07
16,1,0:00.08
16,2,0:00.11
16,3,0:00.10
16,4,0:00.09
16,5,0:00.09
32,1,0:00.16
32,2,0:00.09
32,3,0:00.12
32,4,0:00.17
32,5,0:00.06
64,1,0:00.31
64,2,0:00.37
64,3,0:00.43
64,4,0:00.17
64,5,0:00.21
