thread,i,time
1,1,0:00.00
1,2,0:00.00
1,3,0:00.00
1,4,0:00.00
1,5,0:00.00
2,1,0:00.02
2,2,0:00.03
2,3,0:00.04
2,4,0:00.05
2,5,0:00.04
4,1,0:00.10
4,2,0:00.07
4,3,0:00.06
4,4,0:00.07
4,5,0:00.07
8,1,0:00.25
8,2,0:00.29
8,3,0:00.25
8,4,0:00.27
8,5,0:00.26
16,1,0:00.93
16,2,0:01.06
16,3,0:00.98
16,4,0:00.61
16,5,0:01.05
32,1,0:01.08
32,2,0:00.60
32,3,0:00.38
32,4,0:00.73
32,5,0:00.74
64,1,0:00.59
64,2,0:00.47
64,3,0:00.77
64,4,0:00.54
64,5,0:00.81
