thread,i,time
1,1,0:00.24
1,2,0:00.28
1,3,0:00.23
1,4,0:00.23
1,5,0:00.25
2,1,0:00.12
2,2,0:00.11
2,3,0:00.12
2,4,0:00.14
2,5,0:00.18
4,1,0:00.17
4,2,0:00.22
4,3,0:00.18
4,4,0:00.16
4,5,0:00.20
8,1,0:00.18
8,2,0:00.17
8,3,0:00.18
8,4,0:00.18
8,5,0:00.17
16,1,0:00.21
16,2,0:00.25
16,3,0:00.23
16,4,0:00.19
16,5,0:00.25
32,1,0:00.18
32,2,0:00.25
32,3,0:00.26
32,4,0:00.16
32,5,0:00.23
64,1,0:00.44
64,2,0:00.32
64,3,0:00.28
64,4,0:00.36
64,5,0:00.16
